recruitment, n_pat, final_events, interim_events, n_ctrl, n_trt, hazard_ctrl, prog_prop_trt, prog_prop_ctrl, hr_before_after, censoring_prop, effect_size_ph, hazard_trt, hazard_after_prog, followup, prog_rate_trt, prog_rate_ctrl, random_withdrawal, rmst_trt, median_survival_trt, rmst_ctrl, median_survival_ctrl, gAHR, AHR, cutoff_used
913.125, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.1, 0.1, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0, 215.348791060213, 178, 215.348791060213, 178, 1, 1, 472.078776694201
547.875, 300, 150, 75, 150, 150, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
913.125, 300, 150, 75, 150, 150, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
547.875, 500, 250, 125, 250, 250, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
913.125, 500, 250, 125, 250, 250, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
547.875, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
913.125, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
547.875, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
913.125, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.1, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 0, 1286.89436611079, 1065, 1251.44372044968, 1031, 0.958554621855872, 0.951888329539753, 2832.47266016521
547.875, 300, 150, 75, 150, 150, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
913.125, 300, 150, 75, 150, 150, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
547.875, 500, 250, 125, 250, 250, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
913.125, 500, 250, 125, 250, 250, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
547.875, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
913.125, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
547.875, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
913.125, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.1, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000210859283766033, 0.000474433388473611, 0, 429.657574782, 356, 417.81810920504, 344, 0.958610674921806, 0.951933459592113, 944.157553388402
547.875, 300, 150, 75, 150, 150, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
913.125, 300, 150, 75, 150, 150, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
547.875, 500, 250, 125, 250, 250, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
913.125, 500, 250, 125, 250, 250, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
547.875, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
913.125, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
547.875, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
913.125, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.1, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000421718567532098, 0.000948866776947221, 0, 215.348791060213, 178, 209.412239590449, 172, 0.958695142831404, 0.952001628367141, 472.078776694201
547.875, 300, 150, 75, 150, 150, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
913.125, 300, 150, 75, 150, 150, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
547.875, 500, 250, 125, 250, 250, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
913.125, 500, 250, 125, 250, 250, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
547.875, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
913.125, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
547.875, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
913.125, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.2, 0.2, 0.5, 0, 0, 0.000632577851298148, 0.0012651557025963, 2832.47266016521, 0.000158144462824537, 0.000158144462824537, 0, 1251.44372044968, 1031, 1251.44372044968, 1031, 1, 1, 2832.47266016521
547.875, 300, 150, 75, 150, 150, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
913.125, 300, 150, 75, 150, 150, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
547.875, 500, 250, 125, 250, 250, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
913.125, 500, 250, 125, 250, 250, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
547.875, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
913.125, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
547.875, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
913.125, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.2, 0.2, 0.5, 0, 0, 0.00189773355389444, 0.00379546710778889, 944.157553388402, 0.000474433388473611, 0.000474433388473611, 0, 417.81810920504, 344, 417.81810920504, 344, 1, 1, 944.157553388402
547.875, 300, 150, 75, 150, 150, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
913.125, 300, 150, 75, 150, 150, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
547.875, 500, 250, 125, 250, 250, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
913.125, 500, 250, 125, 250, 250, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
547.875, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
913.125, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
547.875, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
913.125, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.2, 0.2, 0.5, 0, 0, 0.00379546710778889, 0.00759093421557777, 472.078776694201, 0.000948866776947221, 0.000948866776947221, 0, 209.412239590449, 172, 209.412239590449, 172, 1, 1, 472.078776694201
547.875, 300, 150, 75, 150, 150, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
913.125, 300, 150, 75, 150, 150, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
547.875, 500, 250, 125, 250, 250, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
913.125, 500, 250, 125, 250, 250, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
547.875, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
913.125, 1000, 500, 250, 500, 500, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
547.875, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
913.125, 1500, 750, 375, 750, 750, 0.000632577851298148, 0.1, 0.1, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 7.02864279220164e-05, 3.15592292716178e-05, 1308.11602540983, 1087, 1308.11602540983, 1087, 1, 1, 2832.47266016521
547.875, 300, 150, 75, 150, 150, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
913.125, 300, 150, 75, 150, 150, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
547.875, 500, 250, 125, 250, 250, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
913.125, 500, 250, 125, 250, 250, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
547.875, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
913.125, 1000, 500, 250, 500, 500, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
547.875, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
913.125, 1500, 750, 375, 750, 750, 0.00189773355389444, 0.1, 0.1, 0.8, 0.1, 0, 0.00189773355389444, 0.00237216694236805, 944.157553388402, 0.000210859283766033, 0.000210859283766033, 8.17515945188732e-05, 436.71256335818, 363, 436.71256335818, 363, 1, 1, 944.157553388402
547.875, 300, 150, 75, 150, 150, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
913.125, 300, 150, 75, 150, 150, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
547.875, 500, 250, 125, 250, 250, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
913.125, 500, 250, 125, 250, 250, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
547.875, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
913.125, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
547.875, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
913.125, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.1, 0.1, 0.8, 0.1, 0, 0.00379546710778889, 0.00474433388473611, 472.078776694201, 0.000421718567532098, 0.000421718567532098, 0.000147196703754262, 218.86208721783, 182, 218.86208721783, 182, 1, 1, 472.078776694201
547.875, 300, 150, 75, 150, 150, 0.000632577851298148, 0.1, 0.2, 0.8, 0.1, 0, 0.000632577851298148, 0.000790722314122685, 2832.47266016521, 7.02864279220164e-05, 0.000158144462824537, 3.15592292716178e-05, 1308.11602540983, 1087, 1296.53597140869, 1076, 0.986008093266365, 0.98341255219085, 2832.47266016521
